TWEETID    PREDICTEDVALUE    PROBABILITY    ACTUALVALUE RESULT
439881918583427072    es    -1.22E+02    es    correct
439882129527173120    es    -3.96E+01    es    correct
439882175077703680    es    -8.58E+01    es    correct
439885845106294784    pt    -4.48E+01    es    wrong
439886952209600512    pt    -5.81E+01    es    wrong
439887073907343360    pt    -2.57E+01    es    wrong
439887840508653568    es    -5.24E+01    es    correct
439888209389314048    eu    -5.25E+01    eu    correct
439889674304503808    ca    -5.72E+01    es    wrong
439890502595645441    es    -3.51E+01    es    correct
439890607415521280    en    -4.13E+01    es    wrong
439891531810754560    es    -3.97E+01    es    correct
439891978055344128    es    -8.32E+01    es    correct
439892633201442816    ca    -2.32E+01    es    wrong
439896323006160896    es    -5.53E+01    es    correct
439898573048520704    es    -1.31E+02    es    correct
439899184825925633    es    -5.41E+01    es    correct
439901534152060928    en    -5.10E+01    eu    wrong
439902882482376704    ca    -5.56E+01    es    wrong
439907530010284032    ca    -3.22E+01    es    wrong
439913363897065472    ca    -8.71E+01    en    wrong
439917540643713024    es    -2.63E+01    es    correct
439918922717229057    ca    -9.04E+01    es    wrong
439920801400500224    es    -4.01E+01    es    correct
439922834241245184    es    -4.71E+01    es    correct
439923689531133952    es    -4.58E+01    es    correct
439924336389287936    es    -9.08E+01    es    correct
439924591817785344    es    -5.78E+01    es    correct
439924668418768896    eu    -9.52E+00    es    wrong
439925687655604224    ca    -6.49E+01    es    wrong
439928861376004096    ca    -3.90E+01    es    wrong
439929140280840192    gl    -1.60E+01    es    wrong
439937400153051136    es    -5.24E+01    es    correct
439938487660601344    pt    -7.14E+01    es    wrong
439940871832993792    es    -2.65E+01    es    correct
439942466524151809    es    -8.07E+01    es    correct
439943628337991680    es    -1.48E+01    eu    wrong
439945971234267136    ca    -6.87E+01    es    wrong
439954951406514177    es    -1.93E+01    es    correct
439957503279771648    es    -8.96E+01    es    correct
439958139673128960    eu    -3.70E+01    es    wrong
439960813869092866    eu    -3.93E+01    eu    correct
439966361222385665    es    -7.10E+01    es    correct
439991199475056640    es    -1.06E+02    es    correct
440005050271006720    eu    -1.03E+02    es    wrong
440030203675672576    es    -3.98E+01    es    correct
440036135801475072    es    -2.68E+01    es    correct
440037387243388928    es    -1.35E+02    es    correct
440037575362113536    es    -7.31E+01    es    correct
440039016222969856    ca    -1.07E+02    es    wrong
440042517539856384    eu    -8.08E+01    eu    correct
440047423801802752    es    -2.59E+01    es    correct
440050706494808064    es    -2.51E+01    es    correct
440051211795193856    es    -1.81E+01    es    correct
440051860909879296    es    -8.32E+01    es    correct
440054051187609600    pt    -7.15E+01    es    wrong
440056113581809664    es    -6.56E+00    eu    wrong
440062495173410816    pt    -1.26E+01    es    wrong
440064271683424256    es    -4.17E+01    es    correct
440064437085806592    gl    -1.51E+01    es    wrong
440067559165927424    es    -8.50E+01    es    correct
440071874123694080    es    -1.31E+02    es    correct
440076707484426240    pt    -4.16E+01    es    wrong
440081624068546561    en    -1.15E+02    es    wrong
440083055772856320    en    -3.23E+01    en    correct
440083929245425664    gl    -2.44E+01    es    wrong
440085653326675968    es    -1.21E+02    es    correct
440086968740085760    es    -3.47E+01    es    correct
440087026902528000    es    -1.84E+01    es    correct
440087494122819585    es    -2.69E+01    es    correct
440088995922718720    es    -8.79E+01    es    correct
440090734352662528    es    -8.20E+01    es    correct
440091534835593216    ca    -3.63E+01    es    wrong
440092286186442752    es    -1.33E+02    es    correct
440093179627716608    en    -6.41E+01    es    wrong
440093674161340416    es    -3.44E+01    es    correct
440094360991191041    pt    -7.53E+01    es    wrong
440095537212456960    ca    -7.65E+01    es    wrong
440096596853030912    en    -2.60E+01    en    correct
440096806773723136    eu    -6.70E+01    es    wrong
440100288142528512    eu    -1.76E+01    eu    correct
440101073689518081    eu    -9.43E+01    es    wrong
440104660091670528    pt    -2.33E+01    es    wrong
440105897411764224    es    -2.45E+01    es    correct
440106224827518976    en    -2.25E+01    en    correct
440109967161700353    en    -3.72E+01    eu    wrong
440112498919112704    eu    -8.99E+01    es    wrong
440112889874378752    pt    -1.10E+02    es    wrong
440113304078675968    gl    -1.77E+01    es    wrong
440113553547472896    es    -9.72E+01    es    correct
440119249877884928    es    -6.26E+01    es    correct
440119426281897984    eu    -2.90E+01    eu    correct
440120475365425152    es    -4.97E+01    es    correct
440121573182558208    es    -3.13E+01    es    correct
440122522902990848    en    -1.56E+01    es    wrong
440123756594601984    es    -9.71E+01    es    correct
440125137212690432    es    -7.10E+01    es    correct
440131832273977345    pt    -6.41E+01    es    wrong
440134184167047168    es    -4.87E+01    es    correct
440138367918145536    es    -6.41E+01    es    correct
440138442039898112    es    -2.89E+01    es    correct
440140132575088640    es    -1.27E+02    es    correct
440142325411364864    es    -1.43E+01    en    wrong
440142761564856320    en    -1.11E+02    en    correct
440143542061916160    es    -8.21E+01    es    correct
440143940780822528    es    -1.19E+02    es    correct
440148782106550272    en    -4.17E+01    es    wrong
440151450812170240    pt    -9.85E+01    es    wrong
440151996805689344    pt    -5.74E+01    es    wrong
440154973201248256    es    -7.92E+01    es    correct
440158838503657473    pt    -1.87E+01    es    wrong
440161436434989056    pt    -1.29E+02    es    wrong
440165084330196992    ca    -3.02E+01    es    wrong
440166697522429952    es    -4.67E+01    es    correct
440166817571831808    es    -4.83E+01    es    correct
440166938837127170    ca    -5.27E+01    es    wrong
440168545717350400    pt    -7.90E+01    es    wrong
440173712621719554    es    -4.59E+01    es    correct
440175695554445312    es    -6.11E+01    es    correct
440175920134250497    es    -1.07E+02    es    correct
440177014948249600    pt    -4.59E+01    es    wrong
440180607692591104    pt    -2.46E+01    es    wrong
440183369717268481    es    -6.77E+01    es    correct
440189118816223233    es    -1.45E+02    es    correct
440189310667882497    eu    -1.96E+01    eu    correct
440193306119921664    es    -8.37E+01    es    correct
440193608743141376    es    -1.26E+02    es    correct
440195047536209920    ca    -8.97E+01    es    wrong
440195648080855040    ca    -4.87E+01    es    wrong
440199397100761090    es    -3.64E+01    es    correct
440200055363207168    es    -7.41E+01    es    correct
440207131867119617    es    -8.17E+01    es    correct
440207895050072064    ca    -1.46E+02    es    wrong
440208826986692608    gl    -1.27E+01    es    wrong
440210853347201024    es    -1.34E+02    es    correct
440212305876647936    es    -1.33E+02    es    correct
440213397389336576    es    -5.50E+01    es    correct
440216563015512064    ca    -1.06E+02    es    wrong
440217412043276289    pt    -8.08E+01    es    wrong
440218749040611330    en    -1.24E+02    es    wrong
440220846544945152    es    -1.33E+02    es    correct
440221383155789824    es    -5.44E+01    es    correct
440223170025758720    pt    -7.71E+01    es    wrong
440223231333916672    pt    -4.51E+01    es    wrong
440223464008744960    es    -4.29E+01    es    correct
440223664072847360    ca    -7.27E+01    es    wrong
440226811440803841    gl    -1.32E+01    es    wrong
440227196465319936    es    -5.34E+01    es    correct
440228099637407744    pt    -7.67E+01    es    wrong
440228647749050368    eu    -9.84E+01    eu    correct
440230500607619072    ca    -1.55E+01    es    wrong
440230856238854144    es    -1.28E+02    es    correct
440231619610554368    en    -4.17E+01    es    wrong
440231963333775360    es    -9.25E+01    es    correct
440232973733208064    es    -1.40E+02    en    wrong
440233026946342912    es    -1.09E+02    es    correct
440234262072418304    eu    -4.48E+01    eu    correct
440235306999353344    eu    -1.04E+02    es    wrong
440235308010192896    ca    -1.08E+02    es    wrong
440235365669294080    es    -1.24E+02    en    wrong
440235909418856448    ca    -2.14E+01    es    wrong
440236418833862656    eu    -6.06E+01    eu    correct
440236780999409664    en    -1.43E+02    en    correct
440237853256474624    es    -1.50E+02    en    wrong
440238558486749184    es    -1.43E+02    en    wrong
440239929407574016    ca    -7.80E+01    es    wrong
440244528856182785    es    -4.29E+01    es    correct
440245209797259264    pt    -2.05E+01    es    wrong
440245827744063489    ca    -1.21E+01    es    wrong
440245855497760769    pt    -9.40E+01    es    wrong
440246376522596352    ca    -4.47E+01    es    wrong
440246693406453761    es    -2.31E+01    es    correct
440247057455251456    es    -6.75E+01    es    correct
440248047180976128    pt    -6.14E+01    es    wrong
440248987707527168    es    -9.03E+01    es    correct
440249804460154880    es    -7.42E+01    es    correct
440250516837515264    en    -3.81E+01    ca    wrong
440252583920545792    es    -7.05E+01    es    correct
440254745911906305    ca    -5.50E+01    es    wrong
440256933820641281    es    -1.14E+02    es    correct
440257804449103873    pt    -1.64E+01    es    wrong
440260517090062336    es    -7.78E+01    es    correct
440263970134704128    pt    -5.39E+01    es    wrong
440266180721639424    es    -3.96E+01    es    correct
440266897213640704    es    -4.11E+01    es    correct
440269274419302400    pt    -3.81E+01    es    wrong
440269386424020992    ca    -4.01E+01    es    wrong
440269450257137664    ca    -3.90E+01    es    wrong
440270064470982656    es    -1.33E+01    es    correct
440270076181487618    pt    -3.05E+01    es    wrong
440270900462891009    ca    -6.91E+01    eu    wrong
440275274869907457    es    -7.33E+01    es    correct
440278860907958273    en    -9.12E+01    es    wrong
440279018701873152    pt    -1.12E+02    es    wrong
440280131420966913    es    -8.59E+01    es    correct
440281113995780097    pt    -2.74E+01    es    wrong
440286915959336962    es    -6.75E+01    es    correct
440300851065020418    en    -2.22E+01    en    correct
440301608073973760    es    -6.48E+01    es    correct
440305380485529600    es    -7.85E+01    es    correct
440306033387651072    es    -9.03E+01    es    correct
440313754572832768    es    -7.72E+01    es    correct
440314063059714049    pt    -1.81E+01    es    wrong
440321827739820032    es    -2.95E+01    es    correct
440326520410611712    es    -6.36E+01    es    correct
440327588964478976    es    -8.04E+01    es    correct
440340253594112000    ca    -4.35E+01    es    wrong
440342572935176192    eu    -2.50E+01    en    wrong
440355522244395008    es    -5.28E+01    en    wrong
440368863700451328    es    -1.40E+02    es    correct
440378785335369728    es    -1.41E+02    es    correct
440398888072409088    en    -8.63E+01    es    wrong
440401250606018560    es    -9.53E+01    es    correct
440405154559688704    es    -1.35E+02    es    correct
440407732844507136    en    -1.22E+02    es    wrong
440410826533789697    en    -5.96E+01    es    wrong
440412754122645504    es    -9.21E+01    es    correct
440412907403485184    es    -1.15E+02    es    correct
440414270355165184    es    -4.56E+01    es    correct
440419755691098112    gl    -1.27E+01    es    wrong
440424536673353728    ca    -6.65E+01    es    wrong
440427076030836736    ca    -4.80E+01    es    wrong
440427330843193344    es    -1.28E+02    es    correct
440431699697336320    es    -7.88E+01    es    correct
440440133922607104    eu    -2.86E+01    eu    correct
440442381155176448    pt    -4.76E+01    es    wrong
440444750991478784    pt    -8.09E+01    es    wrong
440448522916470784    en    -3.42E+01    es    wrong
440454740275912704    eu    -1.79E+01    eu    correct
440457952214777857    en    -3.29E+01    es    wrong
440459587498803200    pt    -1.38E+02    es    wrong
440459940982165504    eu    -9.18E+01    eu    correct
440461886208094208    pt    -2.84E+01    es    wrong
440462676662452224    pt    -4.23E+01    es    wrong
440464642234925056    pt    -2.84E+01    es    wrong
440465385880821760    pt    -8.98E+00    en    wrong
440465924664332288    es    -5.96E+01    es    correct
440466085507506176    pt    -1.14E+01    es    wrong
440467829863641089    es    -3.92E+01    es    correct
440468241149079552    es    -1.20E+02    es    correct
440468854939340800    eu    -5.40E+01    eu    correct
440470637891842048    en    -3.18E+01    es    wrong
440472046456537088    es    -1.35E+02    es    correct
440473263740043264    es    -4.32E+01    es    correct
440473470598922240    eu    -1.12E+02    es    wrong
440473931620032512    es    -4.05E+01    es    correct
440474338979229696    es    -6.34E+01    es    correct
440475784181207040    eu    -4.76E+01    eu    correct
440475919128743937    en    -2.73E+01    es    wrong
440477646414430208    es    -6.43E+01    es    correct
440477646628339712    pt    -4.17E+01    es    wrong
440479354397941760    es    -5.75E+01    es    correct
440481464707469312    eu    -3.28E+01    eu    correct
440481656374571008    en    -4.02E+01    es    wrong
440483639923851264    eu    -5.30E+01    eu    correct
440483909235933184    eu    -5.24E+01    es    wrong
440484589703036928    es    -6.58E+01    es    correct
440486745764016128    es    -7.27E+01    es    correct
440487281485291520    pt    -5.15E+01    es    wrong
440488184112508928    ca    -4.22E+01    es    wrong
440489511190274048    eu    -1.36E+02    eu    correct
440491779184672768    en    -3.75E+01    en    correct
440492056730144768    es    -1.26E+02    es    correct
440493976982781952    es    -1.36E+02    es    correct
440494551963549696    eu    -3.70E+01    es    wrong
440495221709619201    es    -1.39E+02    es    correct
440495710828367872    es    -9.13E+01    es    correct
440501567238979584    pt    -1.79E+01    es    wrong
440503745718534145    ca    -1.24E+01    es    wrong
440503955508846593    ca    -1.83E+01    es    wrong
440505330124877824    es    -1.36E+02    es    correct
440506174413484032    en    -3.37E+01    es    wrong
440506416000798721    es    -2.38E+01    es    correct
440507028239556608    eu    -7.32E+01    eu    correct
440509136783294464    es    -3.97E+03    es    correct
440584472086732800    es    -8.74E+01    es    correct
440584474947235840    es    -6.09E+01    es    correct
440586413981958144    es    -3.81E+01    es    correct
440586739489333248    es    -7.00E+01    es    correct
440587150837694465    gl    -3.84E+01    es    wrong
440587922497351681    pt    -2.08E+01    es    wrong
440588450845429760    ca    -3.39E+01    es    wrong
440588788017152001    es    -1.18E+02    es    correct
440588870498144256    en    -3.05E+01    es    wrong
440589999793528832    es    -5.05E+01    es    correct
440590754868908032    pt    -1.05E+02    es    wrong
440591230284886016    es    -1.06E+02    es    correct
440591527661031424    es    -4.72E+01    es    correct
440592186112225280    es    -1.06E+02    es    correct
440592259814547456    pt    -1.11E+01    es    wrong
440592690418548736    es    -8.16E+01    es    correct
440594341355356161    pt    -2.10E+01    es    wrong
440594447966146561    eu    -5.43E+01    es    wrong
440595611340267520    es    -2.62E+01    es    correct
440595732484329472    pt    -6.23E+01    es    wrong
440595752520527872    en    -7.24E+01    en    correct
440598293794807808    pt    -3.17E+01    es    wrong
440599310741549056    es    -1.17E+02    es    correct
440599380601888768    es    -6.14E+01    es    correct
440601295528140802    ca    -6.96E+01    es    wrong
440603373684129792    es    -7.88E+01    es    correct
440606528685735936    eu    -1.62E+01    es    wrong
440608133484802048    pt    -5.01E+01    es    wrong
440608170273435648    eu    -8.23E+01    eu    correct
440608983599292416    pt    -3.42E+01    es    wrong
440608987932016641    es    -3.77E+01    es    correct
440614781561876480    en    -4.65E+01    es    wrong
440615974770081794    pt    -7.86E+01    es    wrong
440616707733065728    es    -2.36E+01    es    correct
440618064493944832    en    -3.95E+01    es    wrong
440618724652220416    es    -9.90E+01    es    correct
440619135039705088    es    -9.49E+01    es    correct
440621636656828417    es    -1.32E+02    es    correct
440622593855721472    ca    -1.19E+02    es    wrong
440623371647459328    es    -1.19E+02    es    correct
440623528791261184    pt    -1.72E+01    es    wrong
440624846721277952    es    -1.07E+02    es    correct
440626648732680193    eu    -5.47E+01    es    wrong
440628785285586944    pt    -2.50E+01    es    wrong
440629336681771008    eu    -9.69E+01    es    wrong
440630958065483776    es    -2.07E+01    eu    wrong
440631009663778816    pt    -4.03E+01    es    wrong
440632258085793792    ca    -2.37E+01    es    wrong
440634288795844608    pt    -1.31E+02    es    wrong
440635060988170241    es    -1.34E+02    es    correct
440638745189298176    es    -3.44E+01    es    correct
440641472145424384    es    -6.96E+01    es    correct
440641696611958784    es    -2.83E+01    eu    wrong
440642006482948097    es    -4.70E+01    es    correct
440643030249660416    es    -4.30E+01    es    correct
440649976499433472    es    -1.35E+02    es    correct
440650598908973056    pt    -7.81E+01    es    wrong
440655378158997504    pt    -9.41E+01    es    wrong
440659207634030593    es    -3.21E+01    es    correct
440663049926889472    pt    -9.08E+01    es    wrong
440671030580101120    es    -8.71E+01    es    correct
440680277304938496    en    -1.26E+02    en    correct
440684910194745344    es    -2.25E+01    es    correct
440700621306740736    es    -4.49E+01    es    correct
440720877366575104    es    -1.29E+02    es    correct
440729490877337600    es    -5.79E+01    es    correct
440731094699487232    en    -1.06E+02    es    wrong
440736721232068608    eu    -1.85E+01    es    wrong
440744703156170753    ca    -1.20E+02    es    wrong
440744778981179392    eu    -5.90E+01    eu    correct
440748063704219648    es    -2.74E+01    es    correct
440755985381339136    en    -8.55E+01    es    wrong
440758518044717056    en    -7.97E+01    en    correct
440758579436748800    es    -1.06E+01    eu    wrong
440766078419873792    gl    -1.25E+01    es    wrong
440779224342085632    pt    -3.73E+01    es    wrong
440781541783121920    es    -3.24E+01    es    correct
440784332316495872    pt    -7.43E+01    es    wrong
440787310649806848    eu    -6.00E+01    eu    correct
440787356493578240    eu    -1.84E+01    es    wrong
440788644761464832    en    -3.74E+01    es    wrong
440789068897849344    pt    -2.37E+01    es    wrong
440789399564210176    es    -2.77E+01    es    correct
440792143024885760    en    -8.33E+01    en    correct
440793168288944128    es    -1.36E+02    es    correct
440793219983749120    es    -3.07E+01    es    correct
440793423826935808    en    -4.17E+01    en    correct
440798004636024832    pt    -2.90E+01    es    wrong
440799549696016384    eu    -2.11E+01    eu    correct
440799749198053376    pt    -2.82E+01    es    wrong
440800453652398080    es    -6.15E+01    es    correct
440800924295233536    eu    -1.44E+02    eu    correct
440804524383809536    en    -5.04E+01    en    correct
440805064580812801    es    -2.91E+01    en    wrong
440805153399402498    eu    -4.84E+01    es    wrong
440808747594973185    en    -5.28E+01    en    correct
440809481019351040    pt    -2.44E+01    es    wrong
440811482541203456    en    -3.47E+01    en    correct
440812258160295938    en    -3.52E+01    es    wrong
440813331591729152    pt    -3.73E+01    es    wrong
440814203138760705    en    -9.84E+01    en    correct
440817051046019072    pt    -9.22E+00    ca    wrong
440817677712760832    pt    -2.11E+01    es    wrong
440827022341054464    en    -3.04E+01    en    correct
440827672542060545    en    -2.91E+01    es    wrong
440829710491451392    es    -2.63E+01    es    correct
440831739838365696    eu    -8.83E+01    es    wrong
440832910573445120    eu    -7.28E+00    es    wrong
440833094615322624    pt    -2.60E+01    es    wrong
440836072810242048    es    -1.22E+02    es    correct
440836202326130688    eu    -9.61E+01    en    wrong
440840000385855489    es    -3.51E+01    es    correct
440841199923261441    eu    -3.18E+01    eu    correct
440842615068454913    es    -1.24E+02    es    correct
440842901137141761    en    -7.75E+01    en    correct
440843907018940416    es    -5.36E+01    es    correct
440844908979822592    es    -1.71E+01    es    correct
440845180443582464    pt    -8.72E+01    es    wrong
440847052344684544    ca    -4.80E+01    es    wrong
440847740101472256    eu    -2.01E+01    eu    correct
440849973937442816    eu    -3.88E+01    es    wrong
440850636931080192    ca    -5.87E+01    es    wrong
440851252155797504    es    -7.42E+01    es    correct
440851534667325441    es    -7.63E+01    es    correct
440851921373786112    es    -2.89E+01    es    correct
440854839434952704    es    -5.83E+01    es    correct
440861744811237376    pt    -7.29E+01    es    wrong
440863313829048320    pt    -5.93E+01    es    wrong
440863685243043842    pt    -2.53E+01    es    wrong
440863864197242881    pt    -7.56E+01    es    wrong
440864269354422272    en    -8.68E+01    es    wrong
440865721971916800    pt    -6.20E+01    es    wrong
440866555107495937    es    -5.39E+01    es    correct
440870362314993664    es    -3.28E+01    es    correct
440870985177526272    eu    -8.95E+01    eu    correct
440871296675876864    es    -4.46E+01    es    correct
440872108055605248    ca    -6.36E+01    es    wrong
440877739999244288    pt    -4.68E+01    es    wrong
440882026586333184    en    -7.48E+01    en    correct
440882818055688192    en    -9.43E+01    en    correct
440883143479164928    es    -1.40E+02    es    correct
440884089462476800    es    -7.12E+01    en    wrong
440884160757239810    en    -8.26E+01    en    correct
440886255191347200    en    -3.17E+01    es    wrong
440894358297272320    es    -5.37E+01    es    correct
440894715505176576    es    -7.18E+01    es    correct
440897167507849216    eu    -8.26E+01    es    wrong
440897559293612032    en    -3.54E+01    es    wrong
440898730871754752    en    -2.01E+01    es    wrong
440902045801791488    ca    -1.26E+02    es    wrong
440903342664212480    pt    -2.08E+01    es    wrong
440908107821363200    pt    -1.76E+01    es    wrong
440914231639441408    es    -9.95E+01    es    correct
440915823625240576    es    -8.98E+01    es    correct
440918144761475072    es    -4.79E+01    es    correct
440919626302894080    pt    -7.41E+01    es    wrong
440919706007240704    gl    -2.36E+01    es    wrong
440920866852200448    pt    -1.91E+01    es    wrong
440921728689401856    es    -1.22E+02    es    correct
440924324535365632    es    -6.10E+01    es    correct
440925085797740544    ca    -4.43E+01    en    wrong
440927046949425152    eu    -5.94E+01    eu    correct
440928244335132672    pt    -2.62E+01    es    wrong
440929286078627840    eu    -5.39E+01    eu    correct
440930232670113792    ca    -7.57E+01    es    wrong
440930601311674368    en    -6.53E+01    es    wrong
440931087720910849    es    -5.12E+01    es    correct
440932005241700352    eu    -4.50E+01    eu    correct
440932266412212224    es    -1.38E+02    es    correct
440932641387200512    es    -1.36E+02    es    correct
440933072293625856    pt    -2.12E+01    es    wrong
440935978526842880    eu    -2.10E+01    eu    correct
440936510884679680    pt    -4.99E+01    es    wrong
440937244191625218    en    -2.59E+01    en    correct
440937498018336768    gl    -3.38E+01    es    wrong
440939330979524609    es    -5.85E+01    es    correct
440943271276462080    en    -5.93E+01    en    correct
440944032450375680    eu    -1.00E+02    es    wrong
440945696343326721    eu    -2.79E+01    es    wrong
440947251821953026    es    -4.88E+01    es    correct
440947729653825536    ca    -8.76E+00    es    wrong
440949158401564672    es    -4.35E+01    es    correct
440950885771149312    pt    -1.35E+01    es    wrong
440951055841771520    en    -5.58E+01    es    wrong
440951367721828353    eu    -1.68E+01    es    wrong
440953279158423552    es    -2.31E+01    es    correct
440954018987528192    ca    -2.61E+01    es    wrong
