TWEETID    PREDICTEDVALUE    PROBABILITY    ACTUALVALUE RESULT
439745131479322625    en    -9.26E+01    es    wrong
439745133052186625    es    -2.43E+02    es    correct
439748495395020800    eu    -3.35E+02    es    wrong
439751898217070592    pt    -3.14E+02    es    wrong
439753018041708546    en    -4.69E+02    es    wrong
439755659622776832    pt    -8.51E+01    es    wrong
439756762099351552    en    -2.75E+01    es    wrong
439758392232792064    eu    -8.99E+01    es    wrong
439758892613238784    pt    -2.59E+02    es    wrong
439760308354441217    en    -3.29E+02    es    wrong
439762722088316929    pt    -6.72E+01    es    wrong
439765878427897856    es    -8.36E+01    es    correct
439771958402891776    es    -1.62E+02    es    correct
439772132441358336    pt    -9.46E+01    es    wrong
439772487346565121    es    -3.72E+02    en    wrong
439772647812263936    es    -2.00E+02    es    correct
439772990923079681    en    -4.77E+02    es    wrong
439774469381709824    pt    -5.08E+01    es    wrong
439777421014102016    pt    -1.87E+02    es    wrong
439778173753249792    en    -1.62E+02    es    wrong
439778197543321600    es    -7.18E+00    es    correct
439779027084410880    en    -1.95E+02    es    wrong
439779529671065601    pt    -7.06E+01    es    wrong
439780360181010432    es    -1.72E+02    es    correct
439781041231122432    eu    -2.31E+02    es    wrong
439782848011460609    es    -2.49E+02    es    correct
439791245490405376    es    -4.50E+02    es    correct
439793773376458753    es    -2.78E+02    es    correct
439794545736577024    es    -3.42E+02    es    correct
439796156428996608    eu    -2.99E+01    eu    correct
439799132828741632    en    -3.24E+02    en    correct
439803817732091904    es    -1.92E+02    es    correct
439805403736858624    es    -2.22E+02    es    correct
439806238755659776    eu    -2.67E+02    eu    correct
439811780182020096    es    -2.78E+02    es    correct
439833479644450816    eu    -2.30E+02    eu    correct
439843120029917185    pt    -2.19E+02    es    wrong
439850245397413889    es    -1.70E+02    eu    wrong
439851117883949056    es    -1.56E+02    es    correct
439855891396177920    pt    -1.38E+02    es    wrong
439860023263789056    es    -3.93E+02    es    correct
439863014502981632    eu    -2.43E+02    eu    correct
439865566594367489    eu    -7.14E+01    eu    correct
439866488997310464    pt    -5.67E+01    es    wrong
439867278801526785    pt    -2.07E+02    es    wrong
439868487641890816    eu    -7.53E+01    es    wrong
439877239271088128    eu    -7.67E+01    es    wrong
439877973643370496    pt    -2.54E+02    es    wrong
439880060351578112    es    -4.90E+02    en    wrong
439880758489284608    pt    -3.13E+02    es    wrong
439881764405018624    eu    -3.48E+02    es    wrong
439881918583427072    es    -3.92E+02    es    correct
439882129527173120    es    -1.62E+02    es    correct
439882175077703680    es    -2.45E+02    es    correct
439885845106294784    ca    -1.27E+02    es    wrong
439886952209600512    pt    -1.33E+02    es    wrong
439887073907343360    ca    -8.69E+01    es    wrong
439887840508653568    pt    -1.97E+02    es    wrong
439888209389314048    eu    -9.63E+01    eu    correct
439889674304503808    pt    -1.79E+02    es    wrong
439890502595645441    en    -1.25E+02    es    wrong
439890607415521280    es    -1.26E+02    es    correct
439891531810754560    eu    -1.12E+02    es    wrong
439891978055344128    es    -2.43E+02    es    correct
439892633201442816    pt    -6.84E+01    es    wrong
439896323006160896    es    -1.59E+02    es    correct
439898573048520704    en    -4.28E+02    es    wrong
439899184825925633    es    -1.66E+02    es    correct
439901534152060928    gl    -1.27E+02    eu    wrong
439902882482376704    es    -1.50E+02    es    correct
439907530010284032    es    -8.33E+01    es    correct
439913363897065472    es    -2.43E+02    en    wrong
439917540643713024    pt    -5.85E+01    es    wrong
439918922717229057    es    -3.34E+02    es    correct
439920801400500224    pt    -1.25E+02    es    wrong
439922834241245184    eu    -1.03E+02    es    wrong
439923689531133952    es    -1.71E+02    es    correct
439924336389287936    en    -2.72E+02    es    wrong
439924591817785344    es    -2.04E+02    es    correct
439924668418768896    en    -3.40E+01    es    wrong
439925687655604224    en    -2.48E+02    es    wrong
439928861376004096    en    -1.16E+02    es    wrong
439929140280840192    eu    -5.11E+01    es    wrong
439937400153051136    eu    -1.47E+02    es    wrong
439938487660601344    pt    -2.35E+02    es    wrong
439940871832993792    eu    -7.80E+01    es    wrong
439942466524151809    es    -3.02E+02    es    correct
439943628337991680    eu    -2.67E+01    eu    correct
439945971234267136    en    -2.55E+02    es    wrong
439954951406514177    en    -4.42E+01    es    wrong
439957503279771648    pt    -2.64E+02    es    wrong
439958139673128960    pt    -8.62E+01    es    wrong
439960813869092866    eu    -9.55E+01    eu    correct
439966361222385665    es    -2.09E+02    es    correct
439991199475056640    es    -3.45E+02    es    correct
440005050271006720    es    -3.39E+02    es    correct
440030203675672576    en    -1.49E+02    es    wrong
440036135801475072    eu    -9.09E+01    es    wrong
440037387243388928    es    -4.57E+02    es    correct
440037575362113536    pt    -2.48E+02    es    wrong
440039016222969856    es    -3.62E+02    es    correct
440042517539856384    eu    -2.22E+02    eu    correct
440047423801802752    ca    -9.47E+01    es    wrong
440050706494808064    en    -9.61E+01    es    wrong
440051211795193856    en    -4.72E+01    es    wrong
440051860909879296    en    -2.87E+02    es    wrong
440054051187609600    es    -2.10E+02    es    correct
440056113581809664    ca    -4.53E+00    eu    wrong
440062495173410816    pt    -3.86E+01    es    wrong
440064271683424256    es    -1.54E+02    es    correct
440064437085806592    eu    -2.59E+01    es    wrong
440067559165927424    es    -2.82E+02    es    correct
440071874123694080    en    -4.76E+02    es    wrong
440076707484426240    en    -1.31E+02    es    wrong
440081624068546561    es    -3.67E+02    es    correct
440083055772856320    en    -1.39E+02    en    correct
440083929245425664    pt    -1.03E+02    es    wrong
440085653326675968    es    -4.84E+02    es    correct
440086968740085760    es    -1.40E+02    es    correct
440087026902528000    eu    -5.57E+01    es    wrong
440087494122819585    es    -6.47E+01    es    correct
440088995922718720    es    -2.58E+02    es    correct
440090734352662528    es    -2.39E+02    es    correct
440091534835593216    es    -1.05E+02    es    correct
440092286186442752    es    -4.62E+02    es    correct
440093179627716608    pt    -2.03E+02    es    wrong
440093674161340416    en    -1.34E+02    es    wrong
440094360991191041    eu    -1.91E+02    es    wrong
440095537212456960    ca    -2.59E+02    es    wrong
440096596853030912    en    -9.69E+01    en    correct
440096806773723136    eu    -2.33E+02    es    wrong
440100288142528512    eu    -4.01E+01    eu    correct
440101073689518081    es    -3.27E+02    es    correct
440104660091670528    pt    -9.54E+01    es    wrong
440105897411764224    es    -6.35E+01    es    correct
440106224827518976    en    -4.80E+01    en    correct
440109967161700353    eu    -9.33E+01    eu    correct
440112498919112704    es    -2.78E+02    es    correct
440112889874378752    eu    -3.54E+02    es    wrong
440113304078675968    en    -5.63E+01    es    wrong
440113553547472896    es    -3.68E+02    es    correct
440119249877884928    es    -2.21E+02    es    correct
440119426281897984    eu    -7.28E+01    eu    correct
440120475365425152    en    -1.71E+02    es    wrong
440121573182558208    es    -7.92E+01    es    correct
440122522902990848    es    -3.25E+01    es    correct
440123756594601984    pt    -3.13E+02    es    wrong
440125137212690432    pt    -2.48E+02    es    wrong
440131832273977345    es    -2.45E+02    es    correct
440134184167047168    es    -1.55E+02    es    correct
440138367918145536    eu    -2.10E+02    es    wrong
440138442039898112    pt    -1.16E+02    es    wrong
440140132575088640    es    -2.92E+02    es    correct
440142325411364864    en    -3.99E+01    en    correct
440142761564856320    en    -3.27E+02    en    correct
440143542061916160    pt    -2.72E+02    es    wrong
440143940780822528    es    -2.59E+02    es    correct
440148782106550272    es    -1.33E+02    es    correct
440151450812170240    eu    -3.38E+02    es    wrong
440151996805689344    es    -1.77E+02    es    correct
440154973201248256    es    -2.10E+02    es    correct
440158838503657473    pt    -2.68E+01    es    wrong
440161436434989056    es    -4.08E+02    es    correct
440165084330196992    es    -1.07E+02    es    correct
440166697522429952    es    -1.52E+02    es    correct
440166817571831808    pt    -1.32E+02    es    wrong
440166938837127170    eu    -1.36E+02    es    wrong
440168545717350400    es    -2.85E+02    es    correct
440173712621719554    ca    -1.80E+02    es    wrong
440175695554445312    eu    -1.47E+02    es    wrong
440175920134250497    pt    -3.30E+02    es    wrong
440177014948249600    es    -1.64E+02    es    correct
440180607692591104    eu    -7.50E+01    es    wrong
440183369717268481    es    -2.31E+02    es    correct
440189118816223233    es    -3.11E+02    es    correct
440189310667882497    eu    -5.41E+01    eu    correct
440193306119921664    eu    -3.06E+02    es    wrong
440193608743141376    es    -4.42E+02    es    correct
440195047536209920    gl    -2.91E+02    es    wrong
440195648080855040    es    -1.63E+02    es    correct
440199397100761090    pt    -1.07E+02    es    wrong
440200055363207168    en    -2.08E+02    es    wrong
440207131867119617    pt    -2.71E+02    es    wrong
440207895050072064    en    -4.09E+02    es    wrong
440208826986692608    pt    -3.78E+01    es    wrong
440210853347201024    pt    -4.50E+02    es    wrong
440212305876647936    es    -4.27E+02    es    correct
440213397389336576    pt    -1.49E+02    es    wrong
440216563015512064    es    -3.38E+02    es    correct
440217412043276289    es    -2.51E+02    es    correct
440218749040611330    es    -4.09E+02    es    correct
440220846544945152    en    -4.21E+02    es    wrong
440221383155789824    es    -1.19E+02    es    correct
440223170025758720    es    -2.22E+02    es    correct
440223231333916672    eu    -1.40E+02    es    wrong
440223464008744960    es    -8.08E+01    es    correct
440223664072847360    en    -2.42E+02    es    wrong
440226811440803841    pt    -3.90E+01    es    wrong
440227196465319936    es    -1.85E+02    es    correct
440228099637407744    en    -2.21E+02    es    wrong
440228647749050368    es    -2.23E+02    eu    wrong
440230500607619072    pt    -2.59E+01    es    wrong
440230856238854144    es    -4.59E+02    es    correct
440231619610554368    en    -1.20E+02    es    wrong
440231963333775360    es    -3.25E+02    es    correct
440232973733208064    en    -3.41E+02    en    correct
440233026946342912    pt    -3.90E+02    es    wrong
440234262072418304    eu    -9.50E+01    eu    correct
440235306999353344    es    -3.41E+02    es    correct
440235308010192896    es    -3.64E+02    es    correct
440235365669294080    en    -3.21E+02    en    correct
440235909418856448    eu    -5.69E+01    es    wrong
440236418833862656    eu    -1.63E+02    eu    correct
440236780999409664    en    -3.58E+02    en    correct
440237853256474624    en    -3.53E+02    en    correct
440238558486749184    en    -3.72E+02    en    correct
440239929407574016    es    -1.84E+02    es    correct
440244528856182785    en    -1.47E+02    es    wrong
440245209797259264    pt    -6.13E+01    es    wrong
440245827744063489    es    -1.10E+01    es    correct
440245855497760769    eu    -3.17E+02    es    wrong
440246376522596352    es    -1.58E+02    es    correct
440246693406453761    en    -9.05E+01    es    wrong
440247057455251456    es    -2.02E+02    es    correct
440248047180976128    pt    -2.19E+02    es    wrong
440248987707527168    pt    -2.81E+02    es    wrong
440249804460154880    en    -3.18E+02    es    wrong
440250516837515264    gl    -1.04E+02    ca    wrong
440252583920545792    pt    -2.37E+02    es    wrong
440254745911906305    gl    -1.29E+02    es    wrong
440256933820641281    es    -4.50E+02    es    correct
440257804449103873    en    -3.97E+01    es    wrong
440260517090062336    eu    -2.91E+02    es    wrong
440263970134704128    eu    -1.68E+02    es    wrong
440266180721639424    pt    -1.21E+02    es    wrong
440266897213640704    pt    -1.26E+02    es    wrong
440269274419302400    es    -1.55E+02    es    correct
440269386424020992    en    -1.58E+02    es    wrong
440269450257137664    es    -8.46E+01    es    correct
440270064470982656    en    -2.52E+01    es    wrong
440270076181487618    eu    -9.06E+01    es    wrong
440270900462891009    es    -2.42E+02    eu    wrong
440275274869907457    es    -2.77E+02    es    correct
440278860907958273    pt    -3.68E+02    es    wrong
440279018701873152    pt    -3.44E+02    es    wrong
440280131420966913    es    -3.25E+02    es    correct
440281113995780097    es    -6.57E+01    es    correct
440286915959336962    es    -2.53E+02    es    correct
440300851065020418    en    -4.37E+01    en    correct
440301608073973760    en    -1.88E+02    es    wrong
440305380485529600    pt    -2.18E+02    es    wrong
440306033387651072    es    -2.52E+02    es    correct
440313754572832768    en    -2.77E+02    es    wrong
440314063059714049    pt    -6.50E+01    es    wrong
440321827739820032    pt    -8.90E+01    es    wrong
440326520410611712    es    -1.73E+02    es    correct
440327588964478976    es    -2.37E+02    es    correct
440340253594112000    en    -1.55E+02    es    wrong
440342572935176192    en    -5.05E+01    en    correct
440355522244395008    es    -1.42E+02    en    wrong
440368863700451328    en    -4.98E+02    es    wrong
440378785335369728    es    -4.19E+02    es    correct
440398888072409088    gl    -2.65E+02    es    wrong
440401250606018560    en    -2.73E+02    es    wrong
440405154559688704    gl    -3.78E+02    es    wrong
440407732844507136    gl    -2.98E+02    es    wrong
440410826533789697    es    -2.27E+02    es    correct
440412754122645504    gl    -1.69E+02    es    wrong
440412907403485184    es    -4.10E+02    es    correct
440414270355165184    gl    -8.03E+01    es    wrong
440419755691098112    es    -2.24E+01    es    correct
440424536673353728    eu    -3.06E+02    es    wrong
440427076030836736    eu    -1.68E+02    es    wrong
440427330843193344    es    -5.00E+02    es    correct
440431699697336320    es    -2.66E+02    es    correct
440440133922607104    eu    -5.28E+01    eu    correct
440442381155176448    es    -1.20E+02    es    correct
440444750991478784    es    -2.81E+02    es    correct
440448522916470784    es    -1.07E+02    es    correct
440454740275912704    es    -1.43E+01    eu    wrong
440457952214777857    es    -1.04E+02    es    correct
440459587498803200    pt    -4.04E+02    es    wrong
440459940982165504    eu    -2.33E+02    eu    correct
440461886208094208    pt    -9.30E+01    es    wrong
440462676662452224    eu    -1.50E+02    es    wrong
440464642234925056    es    -1.26E+02    es    correct
440465385880821760    pt    -8.03E+00    en    wrong
440465924664332288    en    -2.01E+02    es    wrong
440466085507506176    es    -9.14E+00    es    correct
440467829863641089    es    -1.27E+02    es    correct
440468241149079552    es    -4.12E+02    es    correct
440468854939340800    eu    -1.53E+02    eu    correct
440470637891842048    gl    -1.19E+02    es    wrong
440472046456537088    es    -4.63E+02    es    correct
440473263740043264    es    -1.47E+02    es    correct
440473470598922240    es    -3.87E+02    es    correct
440473931620032512    es    -9.14E+01    es    correct
440474338979229696    eu    -1.99E+02    es    wrong
440475784181207040    eu    -1.49E+02    eu    correct
440475919128743937    en    -1.08E+02    es    wrong
440477646414430208    es    -2.16E+02    es    correct
440477646628339712    es    -9.81E+01    es    correct
440479354397941760    eu    -1.69E+02    es    wrong
440481464707469312    eu    -6.34E+01    eu    correct
440481656374571008    es    -8.38E+01    es    correct
440483639923851264    eu    -1.03E+02    eu    correct
440483909235933184    en    -1.67E+02    es    wrong
440484589703036928    es    -1.65E+02    es    correct
440486745764016128    es    -3.30E+02    es    correct
440487281485291520    en    -1.56E+02    es    wrong
440488184112508928    es    -1.22E+02    es    correct
440489511190274048    en    -4.57E+02    eu    wrong
440491779184672768    es    -9.58E+01    en    wrong
440492056730144768    pt    -3.37E+02    es    wrong
440493976982781952    pt    -4.18E+02    es    wrong
440494551963549696    pt    -7.28E+01    es    wrong
440495221709619201    es    -4.70E+02    es    correct
440495710828367872    es    -3.39E+02    es    correct
440501567238979584    eu    -6.74E+01    es    wrong
440503745718534145    eu    -2.33E+01    es    wrong
440503955508846593    eu    -4.58E+01    es    wrong
440505330124877824    eu    -3.92E+02    es    wrong
440506174413484032    ca    -1.09E+02    es    wrong
440506416000798721    en    -9.07E+01    es    wrong
440507028239556608    es    -2.47E+02    eu    wrong
440509136783294464    es    -1.52E+04    es    correct
440584472086732800    es    -2.74E+02    es    correct
440584474947235840    pt    -1.80E+02    es    wrong
440586413981958144    eu    -1.04E+02    es    wrong
440586739489333248    es    -2.08E+02    es    correct
440587150837694465    eu    -7.05E+01    es    wrong
440587922497351681    es    -9.01E+01    es    correct
440588450845429760    eu    -1.24E+02    es    wrong
440588788017152001    en    -4.65E+02    es    wrong
440588870498144256    es    -6.99E+01    es    correct
440589999793528832    eu    -1.48E+02    es    wrong
440590754868908032    es    -3.10E+02    es    correct
440591230284886016    es    -4.59E+02    es    correct
440591527661031424    en    -1.43E+02    es    wrong
440592186112225280    es    -3.12E+02    es    correct
440592259814547456    en    -1.04E+01    es    wrong
440592690418548736    pt    -2.77E+02    es    wrong
440594341355356161    es    -4.86E+01    es    correct
440594447966146561    eu    -1.27E+02    es    wrong
440595611340267520    en    -7.72E+01    es    wrong
440595732484329472    pt    -1.92E+02    es    wrong
440595752520527872    en    -2.52E+02    en    correct
440598293794807808    es    -1.10E+02    es    correct
440599310741549056    eu    -4.42E+02    es    wrong
440599380601888768    es    -1.95E+02    es    correct
440601295528140802    es    -2.44E+02    es    correct
440603373684129792    eu    -2.31E+02    es    wrong
440606528685735936    en    -4.10E+01    es    wrong
440608133484802048    eu    -1.49E+02    es    wrong
440608170273435648    es    -2.23E+02    eu    wrong
440608983599292416    pt    -8.37E+01    es    wrong
440608987932016641    es    -8.86E+01    es    correct
440614781561876480    es    -1.50E+02    es    correct
440615974770081794    pt    -1.94E+02    es    wrong
440616707733065728    pt    -1.02E+02    es    wrong
440618064493944832    eu    -9.29E+01    es    wrong
440618724652220416    pt    -3.40E+02    es    wrong
440619135039705088    es    -3.12E+02    es    correct
440621636656828417    es    -4.54E+02    es    correct
440622593855721472    es    -3.64E+02    es    correct
440623371647459328    es    -4.18E+02    es    correct
440623528791261184    es    -2.53E+01    es    correct
440624846721277952    es    -3.42E+02    es    correct
440626648732680193    eu    -1.21E+02    es    wrong
440628785285586944    pt    -6.27E+01    es    wrong
440629336681771008    es    -3.10E+02    es    correct
440630958065483776    eu    -3.70E+01    eu    correct
440631009663778816    pt    -1.53E+02    es    wrong
440632258085793792    ca    -5.24E+01    es    wrong
440634288795844608    es    -4.23E+02    es    correct
440635060988170241    en    -4.03E+02    es    wrong
440638745189298176    pt    -1.08E+02    es    wrong
440641472145424384    eu    -2.23E+02    es    wrong
440641696611958784    eu    -6.91E+01    eu    correct
440642006482948097    es    -1.79E+02    es    correct
440643030249660416    es    -1.23E+02    es    correct
440649976499433472    en    -4.42E+02    es    wrong
440650598908973056    pt    -2.07E+02    es    wrong
440655378158997504    pt    -3.51E+02    es    wrong
440659207634030593    en    -1.01E+02    es    wrong
440663049926889472    eu    -3.20E+02    es    wrong
440671030580101120    pt    -3.26E+02    es    wrong
440680277304938496    en    -3.89E+02    en    correct
440684910194745344    es    -9.03E+01    es    correct
440700621306740736    es    -1.46E+02    es    correct
440720877366575104    en    -4.74E+02    es    wrong
440729490877337600    eu    -1.63E+02    es    wrong
440731094699487232    en    -3.58E+02    es    wrong
440736721232068608    eu    -5.61E+01    es    wrong
440744703156170753    en    -3.72E+02    es    wrong
440744778981179392    eu    -1.39E+02    eu    correct
440748063704219648    en    -9.02E+01    es    wrong
440755985381339136    en    -3.15E+02    es    wrong
440758518044717056    es    -2.98E+02    en    wrong
440758579436748800    eu    -9.72E+00    eu    correct
440766078419873792    es    -2.41E+01    es    correct
440779224342085632    pt    -1.09E+02    es    wrong
440781541783121920    eu    -1.04E+02    es    wrong
440784332316495872    es    -2.24E+02    es    correct
440787310649806848    eu    -1.37E+02    eu    correct
440787356493578240    gl    -2.63E+01    es    wrong
440788644761464832    eu    -1.24E+02    es    wrong
440789068897849344    es    -7.86E+01    es    correct
